SubsetSppID,AOU,CommonName,Route Expected,MeanN,logN,MeanLogN,AbundClass,Mass(g),logMass,66-04Trend,TrConf,NumRoutes2002,Brange_Area_km2,log_Brange_Area,Mean_Rel_Im,new_Im,Num_routes,migclass,migclass1,BiomeH,BiomeH_noMex,NumBiomes,OMI,Tol,1yr Prop,5yr Prop,10yr Prop,Foraging,Trophic Group,,,
343,7410,Chestnut-backed Chickadee,64,9.568316413,0.980835528,0.74630183,High,10,1,-0.6,B,110,955053.9266,5.980027894,0.50744,0.46933,99,resid,resid,2.363901455,2.363901455,18,8.345366743,1.281300137,0.422,0.516,0.531,foliage glean,insectivore,,0.49256,0.53067
344,7420,Wrentit,22,11.71578413,1.068771361,0.66957125,High,15,1.176091259,-1.1,B,75,262112.5662,5.418487842,0.51374,0.4947,51,resid,resid,2.057049264,2.057049264,12,6.19230182,0.368605755,0.5,0.591,0.636,foliage glean,insectivore,,0.48626,0.5053
345,7430,Bushtit,93,6.315240655,0.800389905,0.590197869,Med,5,0.698970004,-1.7,B,124,2161654.241,6.334786229,0.27932,0.28818,92,resid,resid,3.057657042,2.813291599,30,3.887148271,0.683303554,0.258,0.419,0.505,foliage glean,insectivore,,0.72068,0.71182
346,7460,Verdin,33,8.703962375,0.939717005,0.592363005,High,7,0.84509804,-4.9,B,61,1756208.589,6.244576097,0.5462,0.55468,51,resid,resid,2.33057831,2.157252576,25,11.46336115,0.507364369,0.697,0.727,0.727,foliage glean,insectivore,,0.4538,0.44532
348,7480,Golden-crowned Kinglet,307,4.672542951,0.669553302,0.438647532,Med,6.25,0.795880017,-1.2,Y,323,6254316.053,6.796179824,0.48853,0.46185,191,short,migrant,2.241003271,2.196419978,31,3.95215592,1.327840209,0.261,0.41,0.463,foliage glean,insectivore,,0.51147,0.53815
349,7490,Ruby-crowned Kinglet,249,9.125499381,0.96025664,0.621450063,High,7,0.84509804,-0.8,Y,396,9226215.726,6.965023605,0.53376,0.53474,293,short,migrant,2.068246241,2.068246241,33,4.652119373,1.44859251,0.329,0.41,0.454,foliage glean,insectivore,,0.46624,0.46526
350,7510,Blue-gray Gnatcatcher,542,5.231173762,0.718599146,0.482237314,Med,6,0.77815125,0.7,B,822,6585143.843,6.818565266,0.50647,0.47324,598,neotrop,migrant,2.83968922,2.505388176,35,2.55139806,1.816567859,0.485,0.668,0.751,foliage glean,insectivore,,0.49353,0.52676
351,7520,Black-tailed Gnatcatcher,20,7.011335404,0.845800743,0.476523222,Med,5,0.698970004,-2.8,B,32,1108857.966,6.044875921,0.56973,0.57528,21,resid,resid,2.010487142,1.94042341,18,13.411497,0.476056118,0.45,0.6,0.65,foliage glean,insectivore,,0.43027,0.42472
352,7540,Townsend's Solitaire,136,2.378184675,0.376245576,0.242800495,Low,34,1.531478917,-1,Y,148,3566417.684,6.552232205,0.51686,0.49659,95,short,migrant,2.716342212,2.707275285,29,6.44681637,0.822590642,0.184,0.324,0.434,hawks,insectivore,,0.48314,0.50341
353,7550,Wood Thrush,490,7.473629037,0.873531537,0.636853609,Med,47,1.672097858,-1.8,Y,939,3490882.819,6.542935271,0.46975,0.46767,724,neotrop,migrant,1.020115901,1.020115901,10,1.895239164,0.42945037,0.761,0.892,0.922,ground glean,insectivore,,0.53025,0.53233
354,7560,Veery,317,7.74471376,0.889005371,0.584235282,Med,31,1.491361694,-1.4,Y,491,3672078.989,6.564912015,0.43331,0.43494,411,neotrop,migrant,1.775821875,1.775821875,17,2.144091534,0.289705173,0.539,0.662,0.713,ground glean,insectivore,,0.56669,0.56506
355,7570,Gray-cheeked Thrush,21,9.034484563,0.95590338,0.53246145,High,33,1.51851394,,,41,4139423.663,6.616939878,0.4398,0.43331,29,neotrop,migrant,1.267996253,1.267996253,7,11.40970053,0.520741779,0.381,0.714,0.905,ground glean,insectivore,,0.5602,0.56669
356,7571,Bicknell's Thrush,12,1.666666667,0.22184875,0.144366147,Low,33,1.51851394,,,1,133586.5904,5.125762865,,,0,neotrop,migrant,0.850436169,0.850436169,4,5.164850725,0.011927512,0,0,0,ground glean,insectivore,,1,1
357,7580,Swainson's Thrush,193,18.60565633,1.269644995,0.835516325,High,31,1.491361694,-0.5,Y,458,7531884.768,6.876903667,0.529,0.508,370,neotrop,migrant,1.895675635,1.895675635,29,3.839199171,0.584531802,0.544,0.648,0.684,foliage glean,insectivore,,0.471,0.492
358,7590,Hermit Thrush,350,9.1137965,0.959699327,0.620404293,High,31,1.491361694,1.3,B,597,8355210.34,6.921957388,0.47361,0.46213,518,short,migrant,2.225788626,2.225788626,34,2.462527232,0.712570889,0.483,0.626,0.657,ground glean,insectivore,,0.52639,0.53787
359,7610,American Robin,793,37.11890607,1.569595169,1.311820422,High,77,1.886490725,0.6,B,2199,16414385.72,7.215224635,0.59204,0.58533,1978,short,migrant,2.534990241,2.476955076,42,0.382260359,0.66658442,0.908,0.937,0.945,ground glean,insct/om,,0.40796,0.41467
360,7630,Varied Thrush,91,13.41382382,1.127552598,0.726182661,High,78,1.892094603,-0.4,Y,157,3299829.449,6.518491494,0.4313,0.4164,123,short,migrant,2.219245957,2.219245957,22,7.188458665,1.224549813,0.396,0.571,0.648,ground glean,insct/om,,0.5687,0.5836
362,7650,Northern Wheatear,21,1.616666667,0.208620484,0.181780314,,25.5,1.40654018,,,,2265093.782,6.355086188,,,,neotrop,migrant,1.546665891,1.546665891,8,21.55702112,0.268866121,0,0.048,0.048,ground glean,insectivore,,1,1
363,7660,Eastern Bluebird,529,6.32957142,0.801374305,0.596595851,Med,32,1.505149978,2.4,Y,1173,5456647.8,6.736925923,0.45128,0.44572,902,short,migrant,1.915804231,1.622154699,19,2.391624807,0.88002471,0.828,0.932,0.958,hawks,insectivore,,0.54872,0.55428
364,7670,Western Bluebird,92,4.397081943,0.643164559,0.421916421,Med,28,1.447158031,-0.8,B,119,1779753.522,6.250359861,0.38366,0.34477,99,short,migrant,2.885643472,2.762783214,29,4.6245175,0.762182329,0.272,0.37,0.435,hawks,insectivore,,0.61634,0.65523
365,7680,Mountain Bluebird,185,5.135467358,0.710579973,0.466948927,Med,30,1.477121255,1.6,B,269,4363202.581,6.639805378,0.46871,0.41847,218,short,migrant,2.327875768,2.327875768,27,7.374983451,0.875377756,0.362,0.541,0.649,swoops,insectivore,,0.53129,0.58153
366,22860,Eurasian Collared-Dove,61,6.601706137,0.819656189,0.495905265,Med,148.25,2.170994702,35.7,R,134,463505.9804,5.666055342,0.28582,0.25673,145,resid,resid,1.277750906,1.092640364,14,10.8854147,0.441991907,0.59,0.738,0.738,ground glean,granivore,,0.71418,0.74327
